Date,Actual_Quantity,Predicted_Quantity,Temperature,Temperature_Band,Holiday_Period,Is_Peak_Season,Is_Holiday,Prediction_Error,Business_Loss
2023-02-15,6.0,6.269135221954382,45.9,Cold (≤60°F),Normal,False,False,0.26913522195438233,0.47906069507880056
2023-02-16,4.0,4.250212867814184,48.5,Cold (≤60°F),Normal,False,False,0.2502128678141844,0.44537890470924824
2023-02-17,8.0,8.515086554324691,51.8,Cold (≤60°F),Pre-Holiday,False,False,0.5150865543246912,0.9168540666979503
2023-02-18,7.0,9.181203504207565,52.8,Cold (≤60°F),Pre-Holiday,False,False,2.1812035042075646,3.882542237489465
2023-02-19,6.0,6.419485478315263,51.3,Cold (≤60°F),Pre-Holiday,False,False,0.41948547831526284,0.7466841514011678
2023-02-20,7.0,7.323665980576787,55.4,Cold (≤60°F),Holiday,False,True,0.32366598057678697,0.5761254454266809
2023-02-21,4.0,4.375429929614662,52.6,Cold (≤60°F),Post-Holiday,False,False,0.37542992961466215,0.6682652747140987
2023-02-22,6.0,6.3397810704783675,47.8,Cold (≤60°F),Post-Holiday,False,False,0.3397810704783675,0.6048103054514942
2023-02-23,4.0,3.2325008285912924,44.8,Cold (≤60°F),Post-Holiday,False,False,-0.7674991714087076,8.856940438056485
2023-02-24,0.0,1.3054827119123102,44.8,Cold (≤60°F),Normal,False,False,1.3054827119123102,2.3237592272039125
2023-02-25,1.0,1.991465326932657,45.9,Cold (≤60°F),Normal,False,False,0.991465326932657,1.7648082819401294
2023-02-26,3.0,3.255628782475333,44.5,Cold (≤60°F),Normal,False,False,0.25562878247533316,0.455019232806093
2023-02-27,1.0,1.84789004597787,46.8,Cold (≤60°F),Normal,False,False,0.84789004597787,1.5092442818406087
2023-02-28,2.0,2.302927918059534,48.6,Cold (≤60°F),Normal,False,False,0.3029279180595341,0.5392116941459707
2023-03-01,2.0,2.3078066970592706,47.0,Cold (≤60°F),Normal,False,False,0.30780669705927055,0.5478959207655016
2023-03-02,11.0,11.702469891179819,45.1,Cold (≤60°F),Normal,False,False,0.7024698911798186,1.2503964063000772
2023-03-03,5.0,4.218618701098879,47.7,Cold (≤60°F),Normal,False,False,-0.7813812989011213,9.017140189318939
2023-03-04,7.0,7.740847457088101,47.3,Cold (≤60°F),Normal,False,False,0.7408474570881012,1.3187084736168202
2023-03-05,5.0,3.5545639366502697,49.0,Cold (≤60°F),Normal,False,False,-1.4454360633497303,16.680332171055888
2023-03-06,12.0,12.909948088598332,49.1,Cold (≤60°F),Normal,False,False,0.9099480885983322,1.6197075977050313
2023-03-07,4.0,3.5753740273098162,49.3,Cold (≤60°F),Normal,False,False,-0.42462597269018376,4.90018372484472
2023-03-08,7.0,7.551082868512976,48.1,Cold (≤60°F),Normal,False,False,0.5510828685129763,0.9809275059530977
2023-03-09,7.0,6.40745597865577,53.2,Cold (≤60°F),Normal,False,False,-0.5925440213442297,6.83795800631241
2023-03-10,4.0,4.4930145182672385,52.2,Cold (≤60°F),Normal,False,False,0.4930145182672385,0.8775658425156846
2023-03-11,5.0,6.138486202573164,57.3,Cold (≤60°F),Normal,False,False,1.138486202573164,2.0265054405802316
2023-03-12,8.0,8.04315959299817,56.9,Cold (≤60°F),Normal,False,False,0.04315959299817074,0.07682407553674392
2023-03-13,4.0,4.348006737335922,55.9,Cold (≤60°F),Normal,False,False,0.3480067373359219,0.619451992457941
2023-03-14,3.0,3.65161200375035,55.8,Cold (≤60°F),Normal,False,False,0.6516120037503499,1.1598693666756228
2023-03-15,4.0,4.507919029591593,54.3,Cold (≤60°F),Normal,False,False,0.5079190295915934,0.9040958726730363
2023-03-16,4.0,4.395295669745366,51.7,Cold (≤60°F),Normal,False,False,0.3952956697453658,0.7036262921467511
2023-03-17,8.0,8.083749947896887,53.7,Cold (≤60°F),Normal,False,False,0.08374994789688728,0.14907490725645936
2023-03-18,14.0,14.844181309434648,60.5,Normal (61-74°F),Normal,False,False,0.8441813094346475,1.5026427307936727
2023-03-19,4.0,4.329419109149094,55.7,Cold (≤60°F),Normal,False,False,0.3294191091490939,0.5863660142853871
2023-03-20,1.0,3.18966605180985,54.1,Cold (≤60°F),Normal,False,False,2.18966605180985,3.8976055722215333
2023-03-21,3.0,3.5821893770283992,52.2,Cold (≤60°F),Normal,False,False,0.5821893770283992,1.0362970911105507
2023-03-22,8.0,8.445754206034142,50.8,Cold (≤60°F),Normal,False,False,0.44575420603414173,0.7934424867407723
2023-03-23,2.0,3.1172667032672434,50.1,Cold (≤60°F),Normal,False,False,1.1172667032672434,1.9887347318156934
2023-03-24,9.0,8.91035936563075,51.8,Cold (≤60°F),Normal,False,False,-0.08964063436924974,1.034452920621142
2023-03-25,17.0,16.664265395262102,50.4,Cold (≤60°F),Normal,False,False,-0.3357346047378975,3.874377338675337
2023-03-26,7.0,6.7786799283225,50.6,Cold (≤60°F),Normal,False,False,-0.2213200716774999,2.554033627158349
2023-03-27,11.0,10.72107366938537,56.1,Cold (≤60°F),Normal,False,False,-0.27892633061462924,3.2188098552928213
2023-03-28,7.0,6.853338269476962,56.2,Cold (≤60°F),Normal,False,False,-0.14666173052303844,1.6924763702358634
2023-03-29,4.0,4.425180963640058,49.3,Cold (≤60°F),Normal,False,False,0.42518096364005764,0.7568221152793027
2023-03-30,4.0,4.541905802821716,47.5,Cold (≤60°F),Normal,False,False,0.5419058028217156,0.9645923290226538
2023-03-31,11.0,11.10051296107466,50.8,Cold (≤60°F),Normal,False,False,0.10051296107466001,0.17891307071289483
2023-04-01,10.0,9.972873832936289,53.7,Cold (≤60°F),Normal,False,False,-0.027126167063711293,0.3130359679152283
2023-04-02,5.0,5.013904086834401,52.4,Cold (≤60°F),Normal,False,False,0.013904086834401141,0.02474927456523403
2023-04-03,9.0,9.117013207763932,52.3,Cold (≤60°F),Normal,False,False,0.11701320776393231,0.2082835098197995
2023-04-04,11.0,9.739514859898293,48.8,Cold (≤60°F),Normal,False,False,-1.2604851401017072,14.5459985167737
2023-04-05,7.0,6.848212733403629,51.9,Cold (≤60°F),Normal,False,False,-0.15178726659637132,1.751625056522125
2023-04-06,9.0,7.9320230481531135,57.8,Cold (≤60°F),Normal,False,False,-1.0679769518468865,12.324454024313068
2023-04-07,15.0,14.318069478501286,55.7,Cold (≤60°F),Normal,False,False,-0.6819305214987139,7.869478218095158
2023-04-08,21.0,19.91141375733399,55.6,Cold (≤60°F),Normal,False,False,-1.0885862426660111,12.562285240365767
2023-04-09,2.0,2.194792628547592,56.3,Cold (≤60°F),Normal,False,False,0.19479262854759183,0.3467308788147135
2023-04-10,13.0,13.321866392302283,56.3,Cold (≤60°F),Normal,False,False,0.3218663923022831,0.5729221782980639
2023-04-11,16.0,16.65628937828782,56.1,Cold (≤60°F),Normal,False,False,0.6562893782878199,1.1681950933523193
2023-04-12,7.0,8.117902002330284,53.5,Cold (≤60°F),Normal,False,False,1.1179020023302844,1.9898655641479062
2023-04-13,7.0,7.256189136897686,52.0,Cold (≤60°F),Normal,False,False,0.2561891368976861,0.45601666367788124
2023-04-14,11.0,11.353515559855392,53.2,Cold (≤60°F),Normal,False,False,0.35351555985539207,0.6292576965425979
2023-04-15,9.0,9.434688020581072,56.4,Cold (≤60°F),Normal,False,False,0.43468802058107237,0.7737446766343088
2023-04-16,3.0,2.5801799784234727,54.5,Cold (≤60°F),Normal,False,False,-0.4198200215765273,4.844723048993125
2023-04-17,6.0,5.980872522824153,53.8,Cold (≤60°F),Normal,False,False,-0.019127477175847396,0.22073108660927893
2023-04-18,6.0,5.599520076348227,55.2,Cold (≤60°F),Normal,False,False,-0.40047992365177265,4.621538318941456
2023-04-19,9.0,9.926424001675976,54.5,Cold (≤60°F),Normal,False,False,0.9264240016759757,1.6490347229832367
2023-04-20,11.0,10.81725818489168,62.3,Normal (61-74°F),Normal,False,False,-0.18274181510832044,2.1088405463500175
2023-04-21,14.0,14.513283526162882,70.8,Normal (61-74°F),Normal,False,False,0.5132835261628816,0.9136446765699293
2023-04-22,15.0,14.809320230496034,66.5,Normal (61-74°F),Normal,False,False,-0.1906797695039657,2.200444540075764
2023-04-23,10.0,9.996630282457797,59.1,Cold (≤60°F),Normal,False,False,-0.0033697175422027215,0.038886540437019404
2023-04-24,10.0,9.287145273445763,58.2,Cold (≤60°F),Normal,False,False,-0.7128547265542373,8.226343544435897
2023-04-25,14.0,13.80563732350648,58.6,Cold (≤60°F),Normal,False,False,-0.19436267649352068,2.2429452867352286
2023-04-26,5.0,5.567382704790313,61.6,Normal (61-74°F),Normal,False,False,0.5673827047903126,1.0099412145267566
2023-04-27,12.0,12.407408514173087,60.2,Normal (61-74°F),Normal,False,False,0.40740851417308654,0.7251871552280941
2023-04-28,9.0,8.876000573641702,58.6,Cold (≤60°F),Normal,False,False,-0.12399942635829753,1.4309533801747534
2023-04-29,20.0,20.700421621730758,59.1,Cold (≤60°F),Normal,False,False,0.700421621730758,1.246750486680749
2023-04-30,4.0,3.0357262471015387,56.2,Cold (≤60°F),Normal,False,False,-0.9642737528984613,11.127719108448243
2023-05-01,10.0,9.820980014624865,55.5,Cold (≤60°F),Normal,True,False,-0.17901998537513464,2.0658906312290535
2023-05-02,9.0,9.354591305611258,55.2,Cold (≤60°F),Normal,True,False,0.3545913056112582,0.6311725239880396
2023-05-03,7.0,6.914809495424562,54.3,Cold (≤60°F),Normal,True,False,-0.0851905045754382,0.9830984228005567
2023-05-04,4.0,3.309184488904746,55.0,Cold (≤60°F),Normal,True,False,-0.6908155110952539,7.972010998039229
2023-05-05,6.0,5.8627002184872445,55.4,Cold (≤60°F),Normal,True,False,-0.13729978151275546,1.5844394786571978
2023-05-06,23.0,22.652507148828015,55.8,Cold (≤60°F),Normal,True,False,-0.34749285117198525,4.010067502524709
2023-05-07,13.0,12.081303570494972,56.7,Cold (≤60°F),Normal,True,False,-0.9186964295050277,10.601756796488019
2023-05-08,11.0,10.138081662630288,57.6,Cold (≤60°F),Normal,True,False,-0.8619183373697119,9.946537613246475
2023-05-09,6.0,5.246488569239646,58.3,Cold (≤60°F),Normal,True,False,-0.7535114307603541,8.695521910974486
2023-05-10,10.0,9.95943695104474,56.8,Cold (≤60°F),Normal,True,False,-0.04056304895525997,0.4680975849437001
2023-05-11,4.0,3.9540610890726966,58.1,Cold (≤60°F),Normal,True,False,-0.0459389109273034,0.5301350321010811
2023-05-12,15.0,14.233844807632504,59.7,Cold (≤60°F),Normal,True,False,-0.7661551923674956,8.8414309199209
2023-05-13,15.0,15.392146009883893,60.2,Normal (61-74°F),Normal,True,False,0.39214600988389314,0.6980198975933298
2023-05-14,12.0,11.349952141313448,61.6,Normal (61-74°F),Normal,True,False,-0.6500478586865519,7.501552289242809
2023-05-15,13.0,12.831492808318597,60.9,Normal (61-74°F),Normal,True,False,-0.16850719168140316,1.9445729920033923
2023-05-16,11.0,11.038931742740331,62.0,Normal (61-74°F),Normal,True,False,0.03893174274033129,0.06929850207778969
2023-05-17,13.0,13.803352257542903,60.2,Normal (61-74°F),Normal,True,False,0.8033522575429028,1.429967018426367
2023-05-18,10.0,10.707219514106848,58.8,Cold (≤60°F),Normal,True,False,0.707219514106848,1.2588507351101894
2023-05-19,9.0,10.64175713999993,59.4,Cold (≤60°F),Normal,True,False,1.64175713999993,2.9223277091998754
2023-05-20,13.0,14.328921664152366,61.3,Normal (61-74°F),Normal,True,False,1.3289216641523662,2.365480562191212
2023-05-21,9.0,8.584038437926958,62.1,Normal (61-74°F),Normal,True,False,-0.4159615620730417,4.800196426322901
2023-05-22,13.0,13.801176222685793,60.6,Normal (61-74°F),Normal,True,False,0.8011762226857932,1.426093676380712
2023-05-23,4.0,4.04685765635036,58.5,Cold (≤60°F),Normal,True,False,0.04685765635035999,0.08340662830364078
2023-05-24,15.0,14.842871953967062,57.6,Cold (≤60°F),Normal,True,False,-0.15712804603293762,1.8132576512201
2023-05-25,10.0,10.287334516620694,59.4,Cold (≤60°F),Normal,True,False,0.2873345166206942,0.5114554395848356
2023-05-26,16.0,16.470775679385312,60.3,Normal (61-74°F),Pre-Holiday,True,False,0.4707756793853122,0.8379807093058557
2023-05-27,19.0,19.808307625399923,60.8,Normal (61-74°F),Pre-Holiday,True,False,0.8083076253999231,1.4387875732118631
2023-05-28,7.0,7.523613725981997,59.8,Cold (≤60°F),Pre-Holiday,True,False,0.5236137259819973,0.9320324322479552
2023-05-29,0.0,0.636149892005369,59.8,Cold (≤60°F),Holiday,True,True,0.636149892005369,1.1323468077695569
2023-05-30,14.0,14.654511036794739,60.5,Normal (61-74°F),Post-Holiday,True,False,0.6545110367947391,1.1650296454946356
2023-05-31,13.0,14.192003711911772,58.5,Cold (≤60°F),Post-Holiday,True,False,1.192003711911772,2.121766607202954
2023-06-01,5.0,4.389525803957202,59.9,Cold (≤60°F),Post-Holiday,True,False,-0.610474196042798,7.044872222333888
2023-06-02,10.0,10.520254411170354,61.4,Normal (61-74°F),Normal,True,False,0.5202544111703542,0.9260528518832305
2023-06-03,18.0,16.809661300217634,61.3,Normal (61-74°F),Normal,True,False,-1.190338699782366,13.736508595488502
2023-06-04,10.0,9.954606751913955,61.2,Normal (61-74°F),Normal,True,False,-0.045393248086044835,0.5238380829129573
2023-06-05,8.0,6.591531890571826,59.8,Cold (≤60°F),Normal,True,False,-1.4084681094281741,16.253721982801128
2023-06-06,6.0,4.812875899719639,59.0,Cold (≤60°F),Normal,True,False,-1.1871241002803608,13.699412117235362
2023-06-07,5.0,4.375726608056838,60.4,Normal (61-74°F),Normal,True,False,-0.624273391943162,7.204114943024089
2023-06-08,12.0,11.82192889636086,62.1,Normal (61-74°F),Normal,True,False,-0.17807110363913914,2.0549405359956654
2023-06-09,16.0,15.879214315921141,62.1,Normal (61-74°F),Normal,True,False,-0.12078568407885903,1.3938667942700331
2023-06-10,16.0,15.18335785735749,60.9,Normal (61-74°F),Normal,True,False,-0.8166421426425092,9.424050326094555
2023-06-11,2.0,2.228698381906132,59.6,Cold (≤60°F),Normal,True,False,0.22869838190613212,0.40708311979291517
2023-06-12,8.0,7.3646576750115855,61.4,Normal (61-74°F),Normal,True,False,-0.6353423249884145,7.331850430366303
2023-06-13,9.0,8.488394587047805,63.1,Normal (61-74°F),Normal,True,False,-0.5116054129521945,5.903926465468325
2023-06-14,7.0,5.791137757152353,61.2,Normal (61-74°F),Normal,True,False,-1.2088622428476468,13.950270282461842
2023-06-15,12.0,10.717857203257092,61.7,Normal (61-74°F),Normal,True,False,-1.2821427967429084,14.795927874413163
2023-06-16,8.0,6.717254016254454,64.8,Normal (61-74°F),Pre-Holiday,True,False,-1.2827459837455457,14.802888652423597
2023-06-17,24.0,24.369761482608737,65.9,Normal (61-74°F),Pre-Holiday,True,False,0.3697614826087374,0.6581754390435526
2023-06-18,4.0,4.170557715137333,62.5,Normal (61-74°F),Pre-Holiday,True,False,0.17055771513733298,0.3035927329444527
2023-06-19,19.0,19.0846680348644,62.2,Normal (61-74°F),Holiday,True,True,0.0846680348644,0.150709102058632
2023-06-20,21.0,21.84201624428764,65.5,Normal (61-74°F),Post-Holiday,True,False,0.8420162442876418,1.4987889148320024
2023-06-21,9.0,9.009013087761693,63.7,Normal (61-74°F),Post-Holiday,True,False,0.009013087761692518,0.016043296215812682
2023-06-22,7.0,6.211880302776202,61.3,Normal (61-74°F),Post-Holiday,True,False,-0.7881196972237978,9.094901305962626
2023-06-23,17.0,16.68708163651575,61.9,Normal (61-74°F),Normal,True,False,-0.3129183634842505,3.611077914608251
2023-06-24,17.0,17.31353827981046,61.9,Normal (61-74°F),Normal,True,False,0.3135382798104587,0.5580981380626164
2023-06-25,15.0,14.536622445597889,63.7,Normal (61-74°F),Normal,True,False,-0.46337755440211126,5.347376977800364
2023-06-26,11.0,10.515829671914032,63.1,Normal (61-74°F),Normal,True,False,-0.48417032808596794,5.58732558611207
2023-06-27,14.0,13.907906518292485,64.0,Normal (61-74°F),Normal,True,False,-0.09209348170751497,1.0627587789047226
2023-06-28,17.0,16.85961934017911,62.4,Normal (61-74°F),Normal,True,False,-0.14038065982089165,1.6199928143330895
2023-06-29,12.0,12.211353958697186,63.5,Normal (61-74°F),Normal,True,False,0.21135395869718643,0.3762100464809918
2023-06-30,20.0,20.954650342187524,65.8,Normal (61-74°F),Normal,True,False,0.9546503421875236,1.6992776090937922
2023-07-01,29.0,28.908461517659504,66.8,Normal (61-74°F),Pre-Holiday,True,False,-0.09153848234049633,1.0563540862093275
2023-07-02,12.0,12.808630464412685,67.6,Normal (61-74°F),Pre-Holiday,True,False,0.8086304644126852,1.4393622266545796
2023-07-03,26.0,24.714000928185047,65.7,Normal (61-74°F),Pre-Holiday,True,False,-1.2859990718149525,14.840429288744552
2023-07-04,0.0,0.29692510422258844,65.7,Normal (61-74°F),Holiday,True,True,0.29692510422258844,0.5285266855162074
2023-07-05,18.0,18.36943578818775,65.4,Normal (61-74°F),Post-Holiday,True,False,0.3694357881877508,0.6575957029741964
2023-07-06,20.0,20.63270450851594,63.4,Normal (61-74°F),Post-Holiday,True,False,0.6327045085159391,1.1262140251583717
2023-07-07,21.0,20.84821078948968,63.8,Normal (61-74°F),Post-Holiday,True,False,-0.15178921051031935,1.7516474892890852
2023-07-08,27.0,27.630002161212204,64.2,Normal (61-74°F),Normal,True,False,0.6300021612122038,1.1214038469577228
2023-07-09,9.0,9.02746157913403,65.4,Normal (61-74°F),Normal,True,False,0.027461579134030245,0.048881610858573836
2023-07-10,22.0,22.343484800144083,67.8,Normal (61-74°F),Normal,True,False,0.34348480014408267,0.6114029442564671
2023-07-11,12.0,13.210024384322386,71.2,Normal (61-74°F),Normal,True,False,1.2100243843223861,2.1538434040938474
2023-07-12,22.0,22.635927244548835,76.1,Hot (75-84°F),Normal,True,False,0.6359272445488351,1.1319504952969264
2023-07-13,13.0,13.45986720867323,75.6,Hot (75-84°F),Normal,True,False,0.4598672086732307,0.8185636314383506
2023-07-14,19.0,20.2241390258983,73.7,Normal (61-74°F),Normal,True,False,1.2241390258982996,2.1789674660989733
2023-07-15,25.0,26.818421890128885,70.4,Normal (61-74°F),Normal,True,False,1.818421890128885,3.2367909644294155
2023-07-16,9.0,8.731269449749078,70.8,Normal (61-74°F),Normal,True,False,-0.26873055025092185,3.101150549895638
2023-07-17,19.0,19.531791356651645,74.7,Hot (75-84°F),Normal,True,False,0.5317913566516452,0.9465886148399285
2023-07-18,13.0,14.631813583542813,73.4,Normal (61-74°F),Normal,True,False,1.6318135835428134,2.904628178706208
2023-07-19,13.0,13.618340166523065,73.9,Normal (61-74°F),Normal,True,False,0.6183401665230654,1.1006454964110566
2023-07-20,15.0,15.960579649163787,74.0,Normal (61-74°F),Normal,True,False,0.9605796491637868,1.7098317755115404
2023-07-21,30.0,30.909329443873744,70.6,Normal (61-74°F),Normal,True,False,0.9093294438737445,1.6186064100952653
2023-07-22,24.0,25.991931965617127,70.0,Normal (61-74°F),Normal,True,False,1.9919319656171268,3.5456388987984857
2023-07-23,12.0,11.016759824632372,68.6,Normal (61-74°F),Normal,True,False,-0.9832401753676283,11.34659162374243
2023-07-24,11.0,10.429163691987856,71.7,Normal (61-74°F),Normal,True,False,-0.5708363080121437,6.587450994460138
2023-07-25,7.0,6.895574408840361,73.8,Normal (61-74°F),Normal,True,False,-0.10442559115963856,1.2050713219822289
2023-07-26,12.0,12.784722061124628,76.4,Hot (75-84°F),Normal,True,False,0.7847220611246275,1.3968052688018369
2023-07-27,19.0,19.76527184560019,73.3,Normal (61-74°F),Normal,True,False,0.7652718456001892,1.3621838851683368
2023-07-28,25.0,23.587473757476474,70.6,Normal (61-74°F),Normal,True,False,-1.4125262425235263,16.300552838721494
2023-07-29,21.0,22.047536499200532,73.8,Normal (61-74°F),Normal,True,False,1.0475364992005325,1.8646149685769478
2023-07-30,11.0,11.010475215322899,73.5,Normal (61-74°F),Normal,True,False,0.010475215322898634,0.01864588327475957
2023-07-31,20.0,20.565684178751564,72.3,Normal (61-74°F),Normal,True,False,0.5656841787515638,1.0069178381777837
2023-08-01,13.0,14.772809222939731,75.7,Hot (75-84°F),Normal,True,False,1.7728092229397312,3.1556004168327214
2023-08-02,16.0,16.16138428479999,72.6,Normal (61-74°F),Normal,True,False,0.16138428479998979,0.28726402694398184
2023-08-03,15.0,16.213841811883533,69.9,Normal (61-74°F),Normal,True,False,1.2138418118835332,2.160638425152689
2023-08-04,15.0,15.683138248624958,69.2,Normal (61-74°F),Normal,True,False,0.6831382486249584,1.215986082552426
2023-08-05,16.0,17.879335280663057,70.6,Normal (61-74°F),Normal,True,False,1.8793352806630566,3.345216799580241
2023-08-06,10.0,9.158447830616142,69.9,Normal (61-74°F),Normal,True,False,-0.8415521693838581,9.711512034689722
2023-08-07,14.0,14.452876746966563,71.7,Normal (61-74°F),Normal,True,False,0.4528767469665631,0.8061206096004824
2023-08-08,6.0,6.42451923355127,73.0,Normal (61-74°F),Normal,True,False,0.42451923355126997,0.7556442357212606
2023-08-09,14.0,14.863442378365153,71.2,Normal (61-74°F),Normal,True,False,0.8634423783651535,1.5369274334899732
2023-08-10,14.0,14.80389094041044,70.2,Normal (61-74°F),Normal,True,False,0.8038909404104402,1.4309258739305835
2023-08-11,18.0,18.24557558679394,70.4,Normal (61-74°F),Normal,True,False,0.2455755867939402,0.4371245444932136
2023-08-12,20.0,21.131838374409014,70.4,Normal (61-74°F),Normal,True,False,1.1318383744090141,2.014672306448045
2023-08-13,13.0,13.231527054177729,69.1,Normal (61-74°F),Normal,True,False,0.23152705417772879,0.41211815643635724
2023-08-14,12.0,11.461638285299646,70.9,Normal (61-74°F),Normal,True,False,-0.5383617147003541,6.212694187642086
2023-08-15,13.0,13.404884673680348,72.0,Normal (61-74°F),Normal,True,False,0.404884673680348,0.7206947191510193
2023-08-16,14.0,14.537452709252642,74.1,Hot (75-84°F),Normal,True,False,0.5374527092526424,0.9566658224697036
2023-08-17,13.0,14.431529547795469,71.9,Normal (61-74°F),Normal,True,False,1.4315295477954688,2.5481225950759345
2023-08-18,6.0,5.470957901329743,69.8,Normal (61-74°F),Normal,True,False,-0.5290420986702573,6.105145818654769
2023-08-19,14.0,13.447147647755308,69.8,Normal (61-74°F),Normal,True,False,-0.5528523522446918,6.379916144903742
